Talks_Participation_19_20,Wanted_Programming_Languages,Coding_as_Hobby,Teaching_Problems_POV,Professional_Prod_Env,Open_Source_Participation,Daily_Web_Frameworks,Graduation_Employment_Gap,Preferred_Company_Type,Coding_Experience,Fav_Programming_Languages,Online_InPerson_Preferrence,Side_Projects,Daily_Paltforms,Blog_Posting,Salary_Range_DH,Country,Gender,Reentery_Plans,Learning_Platforms,Primary_OS,Job_Title,Wanted_Web_Frameworks,Local_Dialect_Content,Covid_Remote_Adoption,Teaching_Jobs_Gap,Overtime_Frequency,Daily_Programming_Languages,Moroccan_Community_AutoEval,Help_Sources,Local_Community_Membership,Education,Daily_IDE,Moroccan_DevC_Membership,startTime,Continuous_Learning_Frequency,Event_Attendence_19_20,Immigration_Plans,Wanted_Platforms,Job_Satisfaction,Preferred_Job_Criteria,Employment_Status,Read_Write_Languages,English_Barrier,Age
0,"['JavaScript', 'HTML/CSS 😉', 'Bash/Shell/PowerShell']",Yes,['Companies engagement with academia'],['Not Sure'],['I don’t have an account on Github (or alternatives).'],"['Angular', 'Spring Ecosystem']",Few months,Multinational company,3-5 years,"['JavaScript', 'Java', 'TypeScript', 'C']",Li ja bismilah,NO,['Node.js'],Thinking of it.,15 000 - 20 000,Morocco,Male,Yes,"['YouTube', 'Books', 'Official documentation']",Windows,"Developer, full-stack",['React.js'],Spoken,We were doing remote before,Enough to start,Sometimes: 1-2 days per month but less than weekly,"['SQL', 'Java', 'C']",Good,"['Google it', 'Stackoverflow', 'Call a coworker or friend']",Yes,Bac +5,"['VS Code', 'Eclipse']",Yes,1603297896087,Once every few years,0,Yes,['Apache Spark'],Very satisfied,"['Office environment or company culture', 'How widely used or impactful my work output would be', 'Salary']",Employed full-time,"['Arabic', 'Amazigh', 'French', 'English']",No,25 to 29 years
0,['Other'],Yes,['Academic defined subjects (system)'],['on-premise'],['I don’t have an account on Github (or alternatives).'],"['jQuery', 'Laravel', 'Other']",0 months,Multinational company,3-5 years,"['JavaScript', 'HTML/CSS 😉', 'SQL', 'PHP', 'Other']",Li ja bismilah,NO,"['Cordova', 'Other']","No, I am not interested.",15 000 - 20 000,Morocco,Male,,"['YouTube', 'Official documentation', 'Blog posts']",MacOS,"Developer, full-stack",['Other'],No,The company started remote after covid,Enough to start,Often: 1-2 days per week or more,"['JavaScript', 'HTML/CSS  😉', 'PHP']",Excellent,['Google it'],NO,Bac +5,['VS Code'],Yes,1603727077115,Every few months,0,No,['Other'],Very satisfied,"['Languages, frameworks, and other technologies I’d be working with', 'Office environment or company culture', 'Opportunities for professional development']",Employed full-time,"['Arabic', 'French', 'English']",No,25 to 29 years
1 - 3 talks,"['Python', 'Haskell']",Yes,['Academic defined subjects (system)'],['Hybrid Cloud'],"['Yes, few PRs in multiple projects']",['React.js'],Few months,Small company,More than 10,"['Python', 'C#', 'C++', 'C', 'Swift', 'Haskell']",Live/online events,For learning,['Other'],Thinking of it.,6 000 - 8 000,US,Male,No,"['Paid platforms', 'Books', 'Official documentation', 'Blog posts']",MacOS,"Developer, front-end",['React.js'],No,We were doing remote before,Enough to start,Sometimes: 1-2 days per month but less than weekly,"['Swift', 'Objective-C']",Not Bad,"['Google it', 'Stackoverflow', 'Do other work and come back later.', 'Watch help/tutorial videos', 'Call a coworker or friend']",Yes,Bac +5,"['Vim', 'Other']",Yes,1603727469997,Every few months,1-3,Yes,['Unity 3D'],Very satisfied,"['Languages, frameworks, and other technologies I’d be working with', 'Office environment or company culture', 'Remote work options', 'The industry that I’d be working in', 'Salary']","Freelancer, or self-employed","['Arabic', 'French', 'English']",No,30 to 34 years
0,"['JavaScript', 'TypeScript', 'Dart']",Yes,['Academic defined subjects (system)'],['Not Sure'],['I am maintaining my own project'],"['jQuery', 'Laravel']",0 months,Medium company,3-5 years,"['JavaScript', 'HTML/CSS 😉', 'PHP', 'TypeScript', 'Dart']",Live/online events,NO,['Other'],"No, I am not interested.",10 000 - 13 000,Morocco,Male,Yes,"['YouTube', 'Paid platforms']",Windows,"Developer, full-stack","['React.js', 'Express', 'Vue.js', 'Next']",Both,No remote policy yet,Not enough,Sometimes: 1-2 days per month but less than weekly,"['JavaScript', 'HTML/CSS  😉', 'PHP']",Good,['Google it'],NO,Bac +2,['VS Code'],NO,1603227064153,Once a year,0,No,"['Node.js', 'Flutter']",Slightly satisfied,"['Languages, frameworks, and other technologies I’d be working with']",Employed full-time,"['Arabic', 'French', 'English']",Yes,25 to 29 years
0,['R'],No,"['Teachers', 'Academic defined subjects (system)', 'Companies engagement with academia']",['Not Sure'],"['Yes, few PRs in multiple projects']",['Django'],,Medium company,Less than 1 year,['Python'],Li ja bismilah,For learning,['Pandas'],Thinking of it.,,Europe,Female,No,"['YouTube', 'Books', 'Company resources']",Windows + WSL2,Data scientist or machine learning specialist,"['React.js', 'Angular']",Both,The company started remote after covid,Not enough,Sometimes: 1-2 days per month but less than weekly,"['JavaScript', 'HTML/CSS  😉', 'Python']",Good,['Google it'],NO,Bac +5,"['VS Code', 'Other']",Yes,1603222892647,Every few months,1-3,Yes,['TensorFlow'],Neither satisfied nor dissatisfied,"['Office environment or company culture', 'Flex time or a flexible schedule', 'Opportunities for professional development']",Student,"['Arabic', 'French', 'English']",Yes,20 to 24 years
0,['Python'],Yes,"['Students', 'Teachers', 'Academic defined subjects (system)', 'Companies engagement with academia']",['Not Sure'],['I don’t have an account on Github (or alternatives).'],"['Angular', 'Angular.js']",0 months,Small company,More than 10,"['JavaScript', 'HTML/CSS 😉', 'SQL', 'Python', 'C']",Li ja bismilah,For profit,['Node.js'],"No, I am not interested.",> 25 000,Europe,Male,No,"['YouTube', 'Books', 'Company resources']",Windows,Product manager,"['React.js', 'Vue.js']",Spoken,We were doing remote before,Enough to start,Rarely: 1-2 days per year or less ,"['JavaScript', 'HTML/CSS  😉']",Good,"['Google it', 'Watch help/tutorial videos']",NO,Bac +5,"['Eclipse', 'Sublime']",I don’t know Facebook Developer circles,1603606756649,Once every few years,0,No,['Apache Spark'],Slightly satisfied,"['Office environment or company culture', 'Flex time or a flexible schedule', 'Opportunities for professional development', 'Salary']",Employed full-time,"['Arabic', 'French', 'English']",Yes,40 years and older
0,"['Java', 'Bash/Shell/PowerShell', 'C']",Yes,"['Students', 'Teachers', 'Academic defined subjects (system)', 'Companies engagement with academia']",['Not Sure'],"['Yes, few PRs in multiple projects']",['React.js'],More than 1 year,Medium company,Less than 1 year,"['JavaScript', 'C']",Li ja bismilah,For learning,['Node.js'],Thinking of it.,6 000 - 8 000,Morocco,Male,No,"['Paid platforms', 'Books', 'Official documentation', 'Blog posts', 'Company resources']",Linux-based,"Developer, front-end","['Express', 'Vue.js', 'Gatsby', 'Next']",Both,The company started remote after covid,Not enough,Often: 1-2 days per week or more,"['JavaScript', 'Bash/Shell/PowerShell']",Excellent,"['Google it', 'Stackoverflow', 'Do other work and come back later.', 'Watch help/tutorial videos', 'Call a coworker or friend']",Yes,Bac +2,['VS Code'],Yes,1603211482592,Every few months,1-3,Yes,['React Native'],,"['Office environment or company culture', 'Flex time or a flexible schedule', 'Opportunities for professional development', 'Remote work options', 'Salary']",Employed full-time,"['Arabic', 'French', 'English']",No,25 to 29 years
0,"['JavaScript', 'HTML/CSS 😉', 'Python', 'PHP', 'Assembly']",Yes,"['Students', 'Teachers', 'Academic defined subjects (system)', 'Companies engagement with academia']",['shared hosting'],['I am maintaining my own project'],['Other'],,Multinational company,Less than 1 year,"['JavaScript', 'Java', 'Bash/Shell/PowerShell', 'C']",Li ja bismilah,For learning,['Other'],Thinking of it.,,Morocco,Female,No,"['YouTube', 'Paid platforms', 'Official documentation', 'Company resources', 'Others']",MacOS,"Developer, full-stack","['React.js', 'Express', 'Next']",Spoken,,Enough to start,Rarely: 1-2 days per year or less ,"['Java', 'Bash/Shell/PowerShell', 'C++', 'C']",Good,"['Google it', 'Stackoverflow', 'Call a coworker or friend']",NO,Bac +5,"['VS Code', 'Vim']",Yes,1603451553603,Every few months,More than 3,Yes,"['Node.js', 'React Native']",Very satisfied,"['Languages, frameworks, and other technologies I’d be working with', 'Office environment or company culture', 'Opportunities for professional development', 'Remote work options', 'Salary']",Student,"['Arabic', 'French', 'English']",No,20 to 24 years
0,"['Kotlin', 'Scala']",No,"['Students', 'Teachers', 'Academic defined subjects (system)', 'Companies engagement with academia']","['Full Cloud', 'Managed PaaS (heroku, app platform ...)']",['I maintain an organization project with +1k stars'],"['jQuery', 'React.js', 'Angular']",0 months,Multinational company,Less than 1 year,"['JavaScript', 'HTML/CSS 😉', 'SQL']",In-person events?,NO,['Node.js'],"No, I am not interested.",6 000 - 8 000,Morocco,Female,No,"['YouTube', 'Paid platforms', 'Blog posts', 'Company resources', 'Others']",Windows + WSL2,"Developer, QA, or test","['jQuery', 'React.js', 'Angular', 'ASP.NET']",Spoken,The company started remote after covid,Not enough,Sometimes: 1-2 days per month but less than weekly,['JavaScript'],Not Bad,"['Google it', 'Stackoverflow', 'Do other work and come back later.', 'Watch help/tutorial videos', 'Call a coworker or friend']",NO,Bac +5,['VS Code'],Yes,1603219318973,Once a decade,1-3,Yes,['React Native'],Very satisfied,"['Languages, frameworks, and other technologies I’d be working with', 'Opportunities for professional development', 'How widely used or impactful my work output would be', 'The industry that I’d be working in', 'Salary']",Employed full-time,"['Arabic', 'French', 'English']",No,20 to 24 years
0,"['Go', 'Swift', 'Other']",No,"['Teachers', 'Academic defined subjects (system)', 'Companies engagement with academia']","['Managed PaaS (heroku, app platform ...)']",['I am maintaining my own project'],"['React.js', 'Ruby on Rails', 'Next']",0 months,Startup,3-5 years,"['JavaScript', 'HTML/CSS 😉', 'Go', 'Ruby', 'Dart']",In-person events?,For profit,"['Flutter', 'Other']",Thinking of it.,> 25 000,Europe,Male,No,"['YouTube', 'Official documentation', 'Blog posts']",MacOS,"Developer, full-stack","['Express', 'Django', 'Other']",Both,We were doing remote before,Enough to start,Often: 1-2 days per week or more,"['JavaScript', 'HTML/CSS  😉', 'Ruby']",Not Bad,"['Google it', 'Stackoverflow', 'Do other work and come back later.']",NO,Bac +5,"['Jetbrains (Intellij, PhpStorm, Resharper ...)', 'VS Code']",Yes,1603232022643,Every few months,1-3,Yes,"['Node.js', 'Other']",Slightly satisfied,"['Office environment or company culture', 'Flex time or a flexible schedule', 'Remote work options', 'Salary']","Freelancer, or self-employed","['Arabic', 'Amazigh', 'French', 'English']",No,25 to 29 years
0,"['Java', 'C#', 'TypeScript']",Yes,"['Academic defined subjects (system)', 'Companies engagement with academia']","['shared hosting', 'Managed PaaS (heroku, app platform ...)']",['I am maintaining my own project'],"['jQuery', 'Vue.js', 'Laravel']",,Medium company,Less than 1 year,"['JavaScript', 'HTML/CSS 😉', 'SQL', 'Java', 'PHP']",Li ja bismilah,For profit,['Node.js'],Thinking of it.,,Morocco,Male,Yes,"['YouTube', 'Paid platforms', 'Books', 'Official documentation', 'Blog posts']",Windows,"Developer, full-stack","['React.js', 'Angular', 'Spring Ecosystem', 'Angular.js', 'Symfony', 'Gatsby', 'Drupal']",Spoken,,Not enough,Sometimes: 1-2 days per month but less than weekly,"['JavaScript', 'HTML/CSS  😉', 'SQL', 'Java', 'PHP']",Good,"['Google it', 'Stackoverflow', 'Watch help/tutorial videos']",Yes,Bac +5,"['VS Code', 'Eclipse', 'Sublime']",Yes,1603217622189,Once a year,0,No,"['Node.js', 'TensorFlow', 'React Native']",,"['Languages, frameworks, and other technologies I’d be working with', 'Flex time or a flexible schedule', 'Opportunities for professional development', 'Salary']",Student,"['Arabic', 'French', 'English']",No,25 to 29 years
0,"['Python', 'TypeScript', 'Swift', 'Other']",Yes,['Teachers'],['Not Sure'],['I am maintaining my own project'],['jQuery'],Few months,Startup,Less than 1 year,"['JavaScript', 'HTML/CSS 😉', 'C#', 'PHP', 'Other']",Li ja bismilah,For learning,['Other'],Thinking of it.,< 6 000,Morocco,Male,No,['YouTube'],Windows,"Developer, full-stack","['React.js', 'Angular', 'Vue.js', 'Laravel', 'Symfony', 'Next']",Spoken,We were doing remote before,Enough to start,Often: 1-2 days per week or more,"['JavaScript', 'HTML/CSS  😉']",Good,"['Google it', 'Stackoverflow', 'Watch help/tutorial videos', 'Call a coworker or friend']",Yes,Bac +2,['VS Code'],Yes,1603222531151,Every few months,0,Yes,"['Node.js', 'Other']",Slightly satisfied,"['Languages, frameworks, and other technologies I’d be working with', 'Opportunities for professional development', 'Salary']",Looking for work,"['Arabic', 'French', 'English']",No,20 to 24 years
0,"['Go', 'Rust']",Yes,['Teachers'],['Full Cloud'],"['Yes, few PRs in multiple projects']","['Angular', 'Express']",Few months,Startup,Less than 1 year,['C'],Li ja bismilah,For learning,['Node.js'],Thinking of it.,6 000 - 8 000,Morocco,Male,Yes,"['YouTube', 'Books', 'Official documentation', 'Blog posts']",Linux-based,"Developer, full-stack",['React.js'],No,The company started remote after covid,Enough to start,Occasionally: 1-2 days per quarter but less than monthly ,"['JavaScript', 'HTML/CSS  😉', 'Bash/Shell/PowerShell', 'TypeScript', 'C']",Bad,"['Google it', 'Stackoverflow']",NO,Bac +2,"['VS Code', 'Vim']",I don’t know Facebook Developer circles,1603379422266,Once a year,0,Yes,['TensorFlow'],Neither satisfied nor dissatisfied,"['Languages, frameworks, and other technologies I’d be working with', 'Office environment or company culture', 'Opportunities for professional development', 'Salary']",Employed full-time,"['Arabic', 'Amazigh', 'French', 'English']",Yes,20 to 24 years
0,['Other'],Yes,['Companies engagement with academia'],['Not Sure'],['I am maintaining my own project'],['React.js'],0 months,Medium company,1-3 years,"['JavaScript', 'HTML/CSS 😉', 'SQL', 'Java', 'TypeScript']",Li ja bismilah,For learning,['Other'],Thinking of it.,10 000 - 13 000,Morocco,Female,Yes,"['YouTube', 'Books', 'Official documentation']",Windows,"Developer, full-stack",['Other'],Spoken,The company started remote after covid,Enough to start,Rarely: 1-2 days per year or less ,"['JavaScript', 'HTML/CSS  😉', 'SQL', 'Java', 'TypeScript']",Not Bad,"['Google it', 'Stackoverflow', 'Do other work and come back later.', 'Watch help/tutorial videos', 'Call a coworker or friend']",NO,Bac +5,"['Jetbrains (Intellij, PhpStorm, Resharper ...)', 'VS Code']",NO,1603817731484,Once a year,0,Yes,['React Native'],Neither satisfied nor dissatisfied,"['Languages, frameworks, and other technologies I’d be working with', 'Office environment or company culture', 'Salary']",Employed full-time,"['Arabic', 'French', 'English']",Yes,25 to 29 years
0,['Rust'],Yes,"['Teachers', 'Academic defined subjects (system)']",['on-premise'],"['Yes, few PRs in multiple projects']","['Django', 'Flask']",0 months,Freelance,5-10 years,"['Python', 'Go', 'Rust']",In-person events?,NO,['Ansible'],Yes  less than 10 blog posts,> 25 000,Europe,Male,No,"['Books', 'Official documentation', 'Blog posts']",Linux-based,"Engineer, data",['Other'],No,We were doing remote before,Enough to start,Sometimes: 1-2 days per month but less than weekly,"['Python', 'Bash/Shell/PowerShell', 'Go']",Bad,['Google it'],Yes,Bac +3,"['Jetbrains (Intellij, PhpStorm, Resharper ...)']",Yes,1603350603484,Once every few years,More than 3,Yes,"['Pandas', 'TensorFlow', 'Terraform', 'Keras', 'Apache Spark', 'Torch/PyTorch']",Neither satisfied nor dissatisfied,"['Languages, frameworks, and other technologies I’d be working with', 'Office environment or company culture', 'Flex time or a flexible schedule', 'Opportunities for professional development', 'Remote work options', 'How widely used or impactful my work output would be', 'The industry that I’d be working in', 'Salary']","Freelancer, or self-employed","['Arabic', 'Amazigh', 'French', 'English']",No,30 to 34 years
0,"['Go', 'Rust', 'Haskell']",Yes,"['Teachers', 'Academic defined subjects (system)']","['Managed PaaS (heroku, app platform ...)']","['Yes, few PRs in multiple projects']","['React.js', 'Express']",,Startup,Less than 1 year,"['JavaScript', 'HTML/CSS 😉', 'C']",In-person events?,For learning,['Node.js'],Thinking of it.,,Morocco,Male,,"['YouTube', 'Books', 'Official documentation', 'Blog posts']",Windows,"Developer, full-stack",['Next'],Written/Read,The company started remote after covid,Enough to start,Often: 1-2 days per week or more,"['JavaScript', 'HTML/CSS  😉']",Good,"['Google it', 'Stackoverflow', 'Call a coworker or friend']",NO,Self-taught,"['VS Code', 'Vim']",Yes,1603221056282,Every few months,1-3,Yes,['React Native'],,"['Languages, frameworks, and other technologies I’d be working with', 'Office environment or company culture', 'Flex time or a flexible schedule', 'Opportunities for professional development', 'Salary']",Student,"['Arabic', 'French', 'English', 'Others']",No,20 to 24 years
